fid,id,left,top,right,bottom,J_Attached,J_Secondar,J_Medium d,J_Apartmen,J_Total_Ne,Long,Lat
6900,6900,691588.702943520969711,6085730.034500000067055,691877.378078115871176,6085480.034500000067055,"6.143529438","0","0","0","6.143529438",149.11013,-35.35444
6901,6901,691588.702943520969711,6085480.034500000067055,691877.378078115871176,6085230.034500000067055,"5.357015445","1.866124692","0","0","7.223140138",149.11019,-35.35669
6902,6902,691588.702943520969711,6085230.034500000067055,691877.378078115871176,6084980.034500000067055,"9.981749303","24.91658994","0","0","34.89833924",149.11025,-35.35894
6903,6903,691588.702943520969711,6084980.034500000067055,691877.378078115871176,6084730.034500000998378,"2.612777766","35.8189485","0","0","38.43172627",149.11031,-35.36120
6904,6904,691588.702943520969711,6084730.034500000998378,691877.378078115871176,6084480.034500000067055,"2.135359552","13.22171505","0","0","15.3570746",149.11037,-35.36345
6905,6905,691588.702943520969711,6084480.034500000067055,691877.378078115871176,6084230.034500000067055,"3.198050881","1.775853237","0","0","4.973904118",149.11043,-35.36570
6906,6906,691588.702943520969711,6084230.034500000067055,691877.378078115871176,6083980.034500000067055,"0","0","0","0","0",149.11048,-35.36795
6907,6907,691588.702943520969711,6083980.034500000067055,691877.378078115871176,6083730.034500000067055,"1.894836901","0","0","0","1.894836901",149.11054,-35.37021
6908,6908,691588.702943520969711,6083730.034500000067055,691877.378078115871176,6083480.034500000067055,"3.342870981","6","0","0","9.342870981",149.11060,-35.37246
6909,6909,691588.702943520969711,6083480.034500000067055,691877.378078115871176,6083230.034500000067055,"3","11.0728635","0","0","14.0728635",149.11066,-35.37471
6910,6910,691588.702943520969711,6083230.034500000067055,691877.378078115871176,6082980.034500000067055,"1.997498879","23.96614115","0","0","25.96364003",149.11072,-35.37697
6911,6911,691588.702943520969711,6082980.034500000067055,691877.378078115871176,6082730.034500000067055,"3.112700298","30.42273162","0","0","33.53543192",149.11078,-35.37922
6912,6912,691588.702943520969711,6082730.034500000067055,691877.378078115871176,6082480.034499999135733,"12.30782784","26.53835904","0","0","38.84618688",149.11084,-35.38147
6913,6913,691588.702943520969711,6082480.034499999135733,691877.378078115871176,6082230.034500000067055,"10.83272709","2.541484538","0","0","13.37421163",149.11090,-35.38372
6918,6918,691588.702943520969711,6081230.034500000067055,691877.378078115871176,6080980.034500000067055,"0","0","0","0","0",149.11119,-35.39499
6919,6919,691588.702943520969711,6080980.034500000067055,691877.378078115871176,6080730.034500000998378,"0","0","0","0","0",149.11125,-35.39724
6920,6920,691588.702943520969711,6080730.034500000998378,691877.378078115871176,6080480.034500000067055,"0","0","0","0","0",149.11131,-35.39949
6921,6921,691588.702943520969711,6080480.034500000067055,691877.378078115871176,6080230.034500000067055,"3.523525834","24.99485215","0","0","28.51837798",149.11137,-35.40174
6922,6922,691588.702943520969711,6080230.034500000067055,691877.378078115871176,6079980.034500000067055,"0.782076179","15.85882432","0","0","16.6409005",149.11142,-35.40400
6923,6923,691588.702943520969711,6079980.034500000067055,691877.378078115871176,6079730.034500000067055,"0.001825187","30.32801568","0","0","30.32984086",149.11148,-35.40625
6924,6924,691588.702943520969711,6079730.034500000067055,691877.378078115871176,6079480.034500000067055,"3","29.81941394","0","0","32.81941394",149.11154,-35.40850
6925,6925,691588.702943520969711,6079480.034500000067055,691877.378078115871176,6079230.034500000067055,"1","32.33155089","0","0","33.33155089",149.11160,-35.41076
6926,6926,691588.702943520969711,6079230.034500000067055,691877.378078115871176,6078980.034500000067055,"0","0","0","0","0",149.11166,-35.41301
6927,6927,691588.702943520969711,6078980.034500000067055,691877.378078115871176,6078730.034500000067055,"3.258555555","30.00492696","0","0","33.26348252",149.11172,-35.41526
6928,6928,691588.702943520969711,6078730.034500000067055,691877.378078115871176,6078480.034499999135733,"0","7.087341629","0","0","7.087341629",149.11178,-35.41751
6929,6929,691588.702943520969711,6078480.034499999135733,691877.378078115871176,6078230.034500000067055,"1.106233032","28.53638299","0","0","29.64261602",149.11184,-35.41977
6930,6930,691588.702943520969711,6078230.034500000067055,691877.378078115871176,6077980.034500000067055,"5","38.72327713","0","0","43.72327713",149.11189,-35.42202
6931,6931,691588.702943520969711,6077980.034500000067055,691877.378078115871176,6077730.034500000067055,"0.030932628","41.12220892","0","0","41.15314155",149.11195,-35.42427
6932,6932,691588.702943520969711,6077730.034500000067055,691877.378078115871176,6077480.034500000067055,"3.113066264","13.21198998","0","0","16.32505624",149.11201,-35.42652
6933,6933,691588.702943520969711,6077480.034500000067055,691877.378078115871176,6077230.034500000067055,"3","0","0","0","3",149.11207,-35.42878
6934,6934,691588.702943520969711,6077230.034500000067055,691877.378078115871176,6076980.034500000067055,"0","0","0","0","0",149.11213,-35.43103
6935,6935,691588.702943520969711,6076980.034500000067055,691877.378078115871176,6076730.034500000998378,"0","0","0","26.51871933","26.51871933",149.11219,-35.43328
6936,6936,691588.702943520969711,6076730.034500000998378,691877.378078115871176,6076480.034500000067055,"15.95423402","0","0","15.51533901","31.46957303",149.11225,-35.43553
6937,6937,691588.702943520969711,6076480.034500000067055,691877.378078115871176,6076230.034500000067055,"3.625408959","0.000144774","0","0","3.625553732",149.11231,-35.43779
6938,6938,691588.702943520969711,6076230.034500000067055,691877.378078115871176,6075980.034500000067055,"0.965761559","18.57433715","0","0","19.54009871",149.11237,-35.44004
6939,6939,691588.702943520969711,6075980.034500000067055,691877.378078115871176,6075730.034500000067055,"4.939020569","27.34259074","0","0","32.28161131",149.11242,-35.44229
6940,6940,691588.702943520969711,6075730.034500000067055,691877.378078115871176,6075480.034500000067055,"6.679016058","13.18675362","0","0","19.86576967",149.11248,-35.44455
6941,6941,691588.702943520969711,6075480.034500000067055,691877.378078115871176,6075230.034500000067055,"4.896778435","22.71812808","0","0","27.61490652",149.11254,-35.44680
6942,6942,691588.702943520969711,6075230.034500000067055,691877.378078115871176,6074980.034500000067055,"0","0","0","0","0",149.11260,-35.44905
6943,6943,691588.702943520969711,6074980.034500000067055,691877.378078115871176,6074730.034500000067055,"0","0","0","0","0",149.11266,-35.45130
6944,6944,691588.702943520969711,6074730.034500000067055,691877.378078115871176,6074480.034499999135733,"0.976863131","1.147665171","0","0","2.124528302",149.11272,-35.45356
6945,6945,691588.702943520969711,6074480.034499999135733,691877.378078115871176,6074230.034500000067055,"0.025090493","0","0","0","0.025090493",149.11278,-35.45581
6946,6946,691588.702943520969711,6074230.034500000067055,691877.378078115871176,6073980.034500000067055,"0","0","0","0","0",149.11284,-35.45806
6947,6947,691588.702943520969711,6073980.034500000067055,691877.378078115871176,6073730.034500000067055,"0","0","0","0","0",149.11290,-35.46031
6948,6948,691588.702943520969711,6073730.034500000067055,691877.378078115871176,6073480.034500000067055,"13.4941385","7.413261242","0","0","20.90739975",149.11295,-35.46257
6949,6949,691588.702943520969711,6073480.034500000067055,691877.378078115871176,6073230.034500000067055,"0.030191559","10.91593612","0","0","10.94612768",149.11301,-35.46482
6950,6950,691588.702943520969711,6073230.034500000067055,691877.378078115871176,6072980.034500000067055,"3.407193451","25.8818461","0","0","29.28903955",149.11307,-35.46707
6951,6951,691588.702943520969711,6072980.034500000067055,691877.378078115871176,6072730.034500000998378,"4.568536598","2.222183778","0","0","6.790720376",149.11313,-35.46932
6952,6952,691588.702943520969711,6072730.034500000998378,691877.378078115871176,6072480.034500000067055,"0","0","0","0","0",149.11319,-35.47158
6958,6958,691805.209294467116706,6108105.034500000067055,692093.884429062018171,6107855.034500000067055,"0","0","0","0","0",149.10729,-35.15278
6959,6959,691805.209294467116706,6107855.034500000067055,692093.884429062018171,6107605.034500000998378,"0","0","0","0","0",149.10735,-35.15503
6960,6960,691805.209294467116706,6107605.034500000998378,692093.884429062018171,6107355.034500000067055,"0","0","0","0","0",149.10740,-35.15728
6961,6961,691805.209294467116706,6107355.034500000067055,692093.884429062018171,6107105.034500000067055,"0","0","0","0","0",149.10746,-35.15954
6962,6962,691805.209294467116706,6107105.034500000067055,692093.884429062018171,6106855.034500000067055,"0","2.960430802","0","0","2.960430802",149.10752,-35.16179
6963,6963,691805.209294467116706,6106855.034500000067055,692093.884429062018171,6106605.034500000067055,"0","6.46587411","0","0","6.46587411",149.10758,-35.16404
6964,6964,691805.209294467116706,6106605.034500000067055,692093.884429062018171,6106355.034500000067055,"2","10.73553029","0","0","12.73553029",149.10764,-35.16629
6965,6965,691805.209294467116706,6106355.034500000067055,692093.884429062018171,6106105.034500000067055,"0","0","0","0","0",149.10769,-35.16855
6966,6966,691805.209294467116706,6106105.034500000067055,692093.884429062018171,6105855.034500000067055,"0","14.01490058","0","0","14.01490058",149.10775,-35.17080
6967,6967,691805.209294467116706,6105855.034500000067055,692093.884429062018171,6105605.034500000067055,"0","0","0","90.75590876","90.75590876",149.10781,-35.17305
6968,6968,691805.209294467116706,6105605.034500000067055,692093.884429062018171,6105355.034499999135733,"0","0","0","9.313343037","9.313343037",149.10787,-35.17530
6969,6969,691805.209294467116706,6105355.034499999135733,692093.884429062018171,6105105.034500000067055,"0","3.537692075","0","0","3.537692075",149.10793,-35.17756
6970,6970,691805.209294467116706,6105105.034500000067055,692093.884429062018171,6104855.034500000067055,"0","1.997443829","0","0","1.997443829",149.10799,-35.17981
6971,6971,691805.209294467116706,6104855.034500000067055,692093.884429062018171,6104605.034500000067055,"0","19.40875433","0","0","19.40875433",149.10804,-35.18206
6972,6972,691805.209294467116706,6104605.034500000067055,692093.884429062018171,6104355.034500000067055,"5.337577481","30.9957909","0","0","36.33336838",149.10810,-35.18432
6973,6973,691805.209294467116706,6104355.034500000067055,692093.884429062018171,6104105.034500000067055,"3.827231865","27.5919072","0","0","31.41913906",149.10816,-35.18657
6974,6974,691805.209294467116706,6104105.034500000067055,692093.884429062018171,6103855.034500000067055,"0","0.010860601","0","0","0.010860601",149.10822,-35.18882
6975,6975,691805.209294467116706,6103855.034500000067055,692093.884429062018171,6103605.034500000998378,,,,,,149.10828,-35.19107
6976,6976,691805.209294467116706,6103605.034500000998378,692093.884429062018171,6103355.034500000067055,"0","0","0","0","0",149.10833,-35.19333
6977,6977,691805.209294467116706,6103355.034500000067055,692093.884429062018171,6103105.034500000067055,"0","7.006406302","0","0","7.006406302",149.10839,-35.19558
6978,6978,691805.209294467116706,6103105.034500000067055,692093.884429062018171,6102855.034500000067055,"0","4.282234434","0","0","4.282234434",149.10845,-35.19783
6979,6979,691805.209294467116706,6102855.034500000067055,692093.884429062018171,6102605.034500000067055,"0.704022249","2.226321464","0","0","2.930343713",149.10851,-35.20008
6980,6980,691805.209294467116706,6102605.034500000067055,692093.884429062018171,6102355.034500000067055,"0","0","0","0","0",149.10857,-35.20234
6981,6981,691805.209294467116706,6102355.034500000067055,692093.884429062018171,6102105.034500000067055,"0","1.305637701","0","0","1.305637701",149.10863,-35.20459
6982,6982,691805.209294467116706,6102105.034500000067055,692093.884429062018171,6101855.034500000067055,"0","0","0","0","0",149.10868,-35.20684
6983,6983,691805.209294467116706,6101855.034500000067055,692093.884429062018171,6101605.034500000067055,"0","0","0","0","0",149.10874,-35.20910
6984,6984,691805.209294467116706,6101605.034500000067055,692093.884429062018171,6101355.034499999135733,"6.998018555","6.61217561","0","0","13.61019416",149.10880,-35.21135
6985,6985,691805.209294467116706,6101355.034499999135733,692093.884429062018171,6101105.034500000067055,"2.387250834","33.17986027","0","0","35.5671111",149.10886,-35.21360
6986,6986,691805.209294467116706,6101105.034500000067055,692093.884429062018171,6100855.034500000067055,"5.042691402","22.47027232","0","0","27.51296372",149.10892,-35.21585
6987,6987,691805.209294467116706,6100855.034500000067055,692093.884429062018171,6100605.034500000067055,"24.9597354","18.44503723","0","0","43.40477263",149.10898,-35.21811
6988,6988,691805.209294467116706,6100605.034500000067055,692093.884429062018171,6100355.034500000067055,"9.428113198","26.00767808","0","0","35.43579128",149.10903,-35.22036
6989,6989,691805.209294467116706,6100355.034500000067055,692093.884429062018171,6100105.034500000067055,"0.667479369","1.908242892","0","0","2.575722261",149.10909,-35.22261
6990,6990,691805.209294467116706,6100105.034500000067055,692093.884429062018171,6099855.034500000067055,"10.54619086","36.17564403","0","0","46.72183488",149.10915,-35.22487
6991,6991,691805.209294467116706,6099855.034500000067055,692093.884429062018171,6099605.034500000998378,"4.051171678","33.25131161","0","0","37.30248329",149.10921,-35.22712
6992,6992,691805.209294467116706,6099605.034500000998378,692093.884429062018171,6099355.034500000067055,"2","21.68234406","0","0","23.68234406",149.10927,-35.22937
