fid,id,left,top,right,bottom,J_Attached,J_Secondar,J_Medium d,J_Apartmen,J_Total_Ne,Long,Lat
4595,4595,688341.107679329346865,6106855.034500000067055,688629.782813924248330,6106605.034500000067055,"0","0","0","0","0",149.06957,-35.16470
4596,4596,688341.107679329346865,6106605.034500000067055,688629.782813924248330,6106355.034500000067055,"0","0","0","0","0",149.06962,-35.16695
4597,4597,688341.107679329346865,6106355.034500000067055,688629.782813924248330,6106105.034500000067055,"0","0","0","0","0",149.06968,-35.16920
4598,4598,688341.107679329346865,6106105.034500000067055,688629.782813924248330,6105855.034500000067055,"0","0","0","0","0",149.06974,-35.17145
4599,4599,688341.107679329346865,6105855.034500000067055,688629.782813924248330,6105605.034500000067055,"0","0","0","0","0",149.06979,-35.17371
4600,4600,688341.107679329346865,6105605.034500000067055,688629.782813924248330,6105355.034499999135733,"0","0","0","0","0",149.06985,-35.17596
4601,4601,688341.107679329346865,6105355.034499999135733,688629.782813924248330,6105105.034500000067055,"0","0","0","0","0",149.06991,-35.17821
4602,4602,688341.107679329346865,6105105.034500000067055,688629.782813924248330,6104855.034500000067055,"0","0","0","0","0",149.06997,-35.18047
4609,4609,688341.107679329346865,6103355.034500000067055,688629.782813924248330,6103105.034500000067055,"0","9.546778048","0","0","9.546778048",149.07037,-35.19624
4610,4610,688341.107679329346865,6103105.034500000067055,688629.782813924248330,6102855.034500000067055,"4.204320803","16.77366574","0","0","20.97798654",149.07042,-35.19849
4611,4611,688341.107679329346865,6102855.034500000067055,688629.782813924248330,6102605.034500000067055,"2.000772371","24.63685321","0","0.002644307","26.64026989",149.07048,-35.20074
4612,4612,688341.107679329346865,6102605.034500000067055,688629.782813924248330,6102355.034500000067055,"0","28.88168894","0","0","28.88168894",149.07054,-35.20299
4613,4613,688341.107679329346865,6102355.034500000067055,688629.782813924248330,6102105.034500000067055,"0.164877477","27.37424411","0","0","27.53912159",149.07059,-35.20525
4614,4614,688341.107679329346865,6102105.034500000067055,688629.782813924248330,6101855.034500000067055,"36.30595314","6.635043442","0","0","42.94099659",149.07065,-35.20750
4615,4615,688341.107679329346865,6101855.034500000067055,688629.782813924248330,6101605.034500000067055,"45.21652447","1.530101238","0","0","46.74662571",149.07071,-35.20975
4616,4616,688341.107679329346865,6101605.034500000067055,688629.782813924248330,6101355.034499999135733,"1.227348542","30.70173124","0","0","31.92907978",149.07077,-35.21201
4617,4617,688341.107679329346865,6101355.034499999135733,688629.782813924248330,6101105.034500000067055,"0","36.26528509","0","0","36.26528509",149.07082,-35.21426
4618,4618,688341.107679329346865,6101105.034500000067055,688629.782813924248330,6100855.034500000067055,"13.36871932","23.28765836","0","0","36.65637769",149.07088,-35.21651
4619,4619,688341.107679329346865,6100855.034500000067055,688629.782813924248330,6100605.034500000067055,"7.131402493","29.59802543","0","0","36.72942792",149.07094,-35.21876
4620,4620,688341.107679329346865,6100605.034500000067055,688629.782813924248330,6100355.034500000067055,"4.442892922","23.1285383","0","0","27.57143123",149.07099,-35.22102
4621,4621,688341.107679329346865,6100355.034500000067055,688629.782813924248330,6100105.034500000067055,"0.138366161","0","0","0","0.138366161",149.07105,-35.22327
4622,4622,688341.107679329346865,6100105.034500000067055,688629.782813924248330,6099855.034500000067055,"0","0","0","0","0",149.07111,-35.22552
4623,4623,688341.107679329346865,6099855.034500000067055,688629.782813924248330,6099605.034500000998378,"0","0","0","0","0",149.07117,-35.22778
4624,4624,688341.107679329346865,6099605.034500000998378,688629.782813924248330,6099355.034500000067055,"0","0","0","0","0",149.07122,-35.23003
4625,4625,688341.107679329346865,6099355.034500000067055,688629.782813924248330,6099105.034500000067055,"0","0","0","0","0",149.07128,-35.23228
4626,4626,688341.107679329346865,6099105.034500000067055,688629.782813924248330,6098855.034500000067055,"0","0","0","0","0",149.07134,-35.23453
4627,4627,688341.107679329346865,6098855.034500000067055,688629.782813924248330,6098605.034500000067055,"0","0","0","0","0",149.07140,-35.23679
4628,4628,688341.107679329346865,6098605.034500000067055,688629.782813924248330,6098355.034500000067055,#N/A,#N/A,#N/A,#N/A,#N/A,149.07145,-35.23904
4629,4629,688341.107679329346865,6098355.034500000067055,688629.782813924248330,6098105.034500000067055,#N/A,#N/A,#N/A,#N/A,#N/A,149.07151,-35.24129
4630,4630,688341.107679329346865,6098105.034500000067055,688629.782813924248330,6097855.034500000067055,"0","0","0","98.85656082","98.85656082",149.07157,-35.24354
4631,4631,688341.107679329346865,6097855.034500000067055,688629.782813924248330,6097605.034500000067055,"0","0","0","0","0",149.07162,-35.24580
4632,4632,688341.107679329346865,6097605.034500000067055,688629.782813924248330,6097355.034499999135733,"11.69727452","0","0","0","11.69727452",149.07168,-35.24805
4633,4633,688341.107679329346865,6097355.034499999135733,688629.782813924248330,6097105.034500000067055,"0","0","0","0","0",149.07174,-35.25030
4634,4634,688341.107679329346865,6097105.034500000067055,688629.782813924248330,6096855.034500000067055,"0","0","0","329.4909693","329.4909693",149.07180,-35.25256
4635,4635,688341.107679329346865,6096855.034500000067055,688629.782813924248330,6096605.034500000067055,"0.868106291","0","0","64.8246057","65.69271199",149.07185,-35.25481
4636,4636,688341.107679329346865,6096605.034500000067055,688629.782813924248330,6096355.034500000067055,"0.290782663","0","0","0","0.290782663",149.07191,-35.25706
4637,4637,688341.107679329346865,6096355.034500000067055,688629.782813924248330,6096105.034500000067055,"0.465640937","0","0","0","0.465640937",149.07197,-35.25931
4638,4638,688341.107679329346865,6096105.034500000067055,688629.782813924248330,6095855.034500000067055,"0.057917777","0","0","0","0.057917777",149.07203,-35.26157
4639,4639,688341.107679329346865,6095855.034500000067055,688629.782813924248330,6095605.034500000998378,"0","0","0","0","0",149.07208,-35.26382
4640,4640,688341.107679329346865,6095605.034500000998378,688629.782813924248330,6095355.034500000067055,"0","0","0","0","0",149.07214,-35.26607
4654,4654,688341.107679329346865,6092105.034500000067055,688629.782813924248330,6091855.034500000067055,"0","0","0","0","0",149.07294,-35.29761
4655,4655,688341.107679329346865,6091855.034500000067055,688629.782813924248330,6091605.034500000998378,"0","0","0","0","0",149.07300,-35.29986
4656,4656,688341.107679329346865,6091605.034500000998378,688629.782813924248330,6091355.034500000067055,"0","0","0","0","0",149.07306,-35.30212
4657,4657,688341.107679329346865,6091355.034500000067055,688629.782813924248330,6091105.034500000067055,"0","0","0","0","0",149.07312,-35.30437
4658,4658,688341.107679329346865,6091105.034500000067055,688629.782813924248330,6090855.034500000067055,"0","0","0","0","0",149.07317,-35.30662
4662,4662,688341.107679329346865,6090105.034500000067055,688629.782813924248330,6089855.034500000067055,"0","0","0","0","0",149.07340,-35.31563
4663,4663,688341.107679329346865,6089855.034500000067055,688629.782813924248330,6089605.034500000067055,"6.067268116","25.49683806","0","0","31.56410617",149.07346,-35.31789
4664,4664,688341.107679329346865,6089605.034500000067055,688629.782813924248330,6089355.034499999135733,"7.412031641","22.58625784","0","0","29.99828948",149.07352,-35.32014
4665,4665,688341.107679329346865,6089355.034499999135733,688629.782813924248330,6089105.034500000067055,"1","33.73911637","0","0","34.73911637",149.07358,-35.32239
4666,4666,688341.107679329346865,6089105.034500000067055,688629.782813924248330,6088855.034500000067055,"1.141580906","36.47729035","0","0","37.61887125",149.07363,-35.32464
4667,4667,688341.107679329346865,6088855.034500000067055,688629.782813924248330,6088605.034500000067055,"5.26564554","23.52148172","0","0","28.78712726",149.07369,-35.32690
4668,4668,688341.107679329346865,6088605.034500000067055,688629.782813924248330,6088355.034500000067055,"3.444516942","36.0385904","0","0","39.48310735",149.07375,-35.32915
4669,4669,688341.107679329346865,6088355.034500000067055,688629.782813924248330,6088105.034500000067055,"0.964270548","24.79553081","0","0","25.75980136",149.07381,-35.33140
4670,4670,688341.107679329346865,6088105.034500000067055,688629.782813924248330,6087855.034500000067055,"1.21594234","13.45690103","0","0","14.67284337",149.07387,-35.33366
4671,4671,688341.107679329346865,6087855.034500000067055,688629.782813924248330,6087605.034500000998378,"0.78405766","23.59378673","0","0","24.37784438",149.07392,-35.33591
4672,4672,688341.107679329346865,6087605.034500000998378,688629.782813924248330,6087355.034500000067055,"17.05537352","18.07847979","0","0","35.13385331",149.07398,-35.33816
4673,4673,688341.107679329346865,6087355.034500000067055,688629.782813924248330,6087105.034500000067055,"19.77699863","16.29645301","0","0","36.07345165",149.07404,-35.34041
4674,4674,688341.107679329346865,6087105.034500000067055,688629.782813924248330,6086855.034500000067055,"6.862799598","26.50258162","0","0","33.36538122",149.07410,-35.34267
4675,4675,688341.107679329346865,6086855.034500000067055,688629.782813924248330,6086605.034500000067055,"8.501870695","17.6467989","0","0","26.1486696",149.07415,-35.34492
4676,4676,688341.107679329346865,6086605.034500000067055,688629.782813924248330,6086355.034500000067055,"3.530575393","17.55382302","0","0","21.08439841",149.07421,-35.34717
4677,4677,688341.107679329346865,6086355.034500000067055,688629.782813924248330,6086105.034500000067055,"0.52568134","28.25394562","0","0","28.77962696",149.07427,-35.34942
4678,4678,688341.107679329346865,6086105.034500000067055,688629.782813924248330,6085855.034500000067055,"20.53640239","1.029004293","0","0","21.56540668",149.07433,-35.35168
4679,4679,688341.107679329346865,6085855.034500000067055,688629.782813924248330,6085605.034500000067055,"25.65512206","0","0","0","25.65512206",149.07438,-35.35393
4680,4680,688341.107679329346865,6085605.034500000067055,688629.782813924248330,6085355.034499999135733,"3.031990072","21.76481747","0","0","24.79680754",149.07444,-35.35618
4681,4681,688341.107679329346865,6085355.034499999135733,688629.782813924248330,6085105.034500000067055,"0.144726597","32.31503809","0","0","32.45976469",149.07450,-35.35844
4682,4682,688341.107679329346865,6085105.034500000067055,688629.782813924248330,6084855.034500000067055,"10.09171556","1.153136003","0","0","11.24485156",149.07456,-35.36069
4683,4683,688341.107679329346865,6084855.034500000067055,688629.782813924248330,6084605.034500000067055,"6.763720544","0","0","0","6.763720544",149.07461,-35.36294
4684,4684,688341.107679329346865,6084605.034500000067055,688629.782813924248330,6084355.034500000067055,"0","0","0","0","0",149.07467,-35.36519
4690,4690,688341.107679329346865,6083105.034500000067055,688629.782813924248330,6082855.034500000067055,"0.703752511","1.892463666","0","0","2.596216177",149.07502,-35.37871
4691,4691,688341.107679329346865,6082855.034500000067055,688629.782813924248330,6082605.034500000067055,"4.756815149","31.50470622","0","0","36.26152137",149.07508,-35.38096
4692,4692,688341.107679329346865,6082605.034500000067055,688629.782813924248330,6082355.034500000067055,"19.6408288","19.70386836","0","0","39.34469717",149.07513,-35.38322
4693,4693,688341.107679329346865,6082355.034500000067055,688629.782813924248330,6082105.034500000067055,"12.17714048","14.17442847","0","0","26.35156895",149.07519,-35.38547
4694,4694,688341.107679329346865,6082105.034500000067055,688629.782813924248330,6081855.034500000067055,"3.017522193","37.61024484","0","0","40.62776703",149.07525,-35.38772
4695,4695,688341.107679329346865,6081855.034500000067055,688629.782813924248330,6081605.034500000067055,"0","18.97181477","0","0","18.97181477",149.07531,-35.38997
4696,4696,688341.107679329346865,6081605.034500000067055,688629.782813924248330,6081355.034499999135733,"2","24.37957709","0","0","26.37957709",149.07536,-35.39223
4697,4697,688341.107679329346865,6081355.034499999135733,688629.782813924248330,6081105.034500000067055,"2","7.072011327","0","0","9.072011327",149.07542,-35.39448
4698,4698,688341.107679329346865,6081105.034500000067055,688629.782813924248330,6080855.034500000067055,"2.095574021","13.92158308","0","0","16.0171571",149.07548,-35.39673
4699,4699,688341.107679329346865,6080855.034500000067055,688629.782813924248330,6080605.034500000067055,"5.832915802","26.69863984","0","0","32.53155564",149.07554,-35.39899
4700,4700,688341.107679329346865,6080605.034500000067055,688629.782813924248330,6080355.034500000067055,"0.005445672","20.77604932","0","0","20.78149499",149.07560,-35.40124
4701,4701,688341.107679329346865,6080355.034500000067055,688629.782813924248330,6080105.034500000067055,"3.414523108","16.55531751","0","0","19.96984062",149.07565,-35.40349
4702,4702,688341.107679329346865,6080105.034500000067055,688629.782813924248330,6079855.034500000067055,"1.60247743","33.57509521","0","0","35.17757264",149.07571,-35.40574
4703,4703,688341.107679329346865,6079855.034500000067055,688629.782813924248330,6079605.034500000998378,"1.024154588","25.82692743","0","0","26.85108202",149.07577,-35.40800
4704,4704,688341.107679329346865,6079605.034500000998378,688629.782813924248330,6079355.034500000067055,"0","6.189618786","0","0","6.189618786",149.07583,-35.41025
4705,4705,688341.107679329346865,6079355.034500000067055,688629.782813924248330,6079105.034500000067055,"0","15.15847014","0","0","15.15847014",149.07588,-35.41250
4706,4706,688341.107679329346865,6079105.034500000067055,688629.782813924248330,6078855.034500000067055,"1.813215671","15.85213125","0","0","17.66534692",149.07594,-35.41475
4707,4707,688341.107679329346865,6078855.034500000067055,688629.782813924248330,6078605.034500000067055,"2.669660484","5.16194104","0.493797145","0","8.325398668",149.07600,-35.41701
4708,4708,688341.107679329346865,6078605.034500000067055,688629.782813924248330,6078355.034500000067055,"6.093745649","0","0.652935644","0","6.746681292",149.07606,-35.41926
